"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "Youden" "YoudenSensitivity" "YoudenSpecificity" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected"
"253" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8595 0.852112676056338 0.866799204771372 0.719028736699546 0.859455940413855 0.441462191462632 0.89662027833002 0.827967806841046 0.866799204771372 0.852112676056338 0.194953087616415 22.3099999999999 0.0499999999999545 0 "Noise1;Noise16;x1;x2;x3"
"254" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.854 0.854166666666667 0.853846153846154 0.707723665584935 0.85400641025641 0.463811901928237 0.875961538461538 0.8375 0.853846153846154 0.854166666666667 0.212013189745381 0.17999999999995 0.0699999999999363 0 "x1;x2"
"255" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.854 0.854166666666667 0.853846153846154 0.707723665584935 0.85400641025641 0.463811901928237 0.875961538461538 0.8375 0.853846153846154 0.854166666666667 0.212013189745381 0.120000000000005 0.0499999999999545 0 "x1;x2"
"256" "FULL" 25 3 0.12 0 1 0 0.8615 0.853125 0.869230769230769 0.722509564928966 0.861177884615385 0.522129218035678 0.8625 0.863541666666667 0.869230769230769 0.853125 0.199979755009606 0 0.0900000000000318 0.0300000000000864 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"257" "GAMMA_BACK" 3 3 1 1 1 1 0.8585 0.852083333333333 0.864423076923077 0.716535477038696 0.858253205128205 0.523487769157537 0.858653846153846 0.866666666666667 0.864423076923077 0.852083333333333 0.201003463682941 6.12 0.0800000000000409 0.00999999999999091 "x1;x2;x3"
"258" "GAMMA_BF" 3 3 1 1 1 1 0.8585 0.852083333333333 0.864423076923077 0.716535477038696 0.858253205128205 0.523487769157537 0.858653846153846 0.866666666666667 0.864423076923077 0.852083333333333 0.201003463682941 0.329999999999927 0.0799999999999272 0.00999999999999091 "x1;x2;x3"
"259" "GAMMA_FORW" 3 3 1 1 1 1 0.8585 0.852083333333333 0.864423076923077 0.716535477038696 0.858253205128205 0.523487769157537 0.858653846153846 0.866666666666667 0.864423076923077 0.852083333333333 0.201003463682941 0.330000000000041 0.0699999999999363 0.0199999999999818 "x1;x2;x3"
"260" "LASSO" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.8625 0.85625 0.868269230769231 0.72454862261059 0.862259615384615 0.480097434737676 0.880769230769231 0.847916666666667 0.868269230769231 0.85625 0.200659694458454 2.52999999999997 0.0400000000000773 0.0199999999999818 "x1;x2;x3;Noise4;Noise6;Noise13;Noise15"
"261" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.854 0.854166666666667 0.853846153846154 0.707723665584935 0.85400641025641 0.463811901928237 0.875961538461538 0.8375 0.853846153846154 0.854166666666667 0.212013189745381 9.79999999999995 0.110000000000014 0.0199999999999818 "x1;x2"
"262" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.861 0.852083333333333 0.869230769230769 0.721500572120682 0.860657051282051 0.482308024069047 0.879807692307692 0.85 0.869230769230769 0.852083333333333 0.200755659431662 1.82000000000005 0.0699999999999363 0.00999999999999091 "x1;x2;x3;Noise4;Noise13;Noise15"
"263" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7615 0.766666666666667 0.756730769230769 0.523010193401347 0.761698717948718 0.463634048030978 0.797115384615385 0.732291666666667 0.756730769230769 0.766666666666667 0.316794773388314 0.120000000000005 0.0699999999999363 0 "x1"
"264" "SVM-RFE" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.861 0.852083333333333 0.869230769230769 0.721500572120682 0.860657051282051 0.482308024069047 0.879807692307692 0.85 0.869230769230769 0.852083333333333 0.200755659431662 24.78 0.0499999999999545 0.00999999999999091 "Noise13;Noise15;Noise4;x1;x2;x3"
"265" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.858 0.861796643632774 0.854103343465046 0.715942952225052 0.85794999354891 0.498998459782134 0.85612968591692 0.860809476801579 0.854103343465046 0.861796643632774 0.203093174241358 0.190000000000055 0.0600000000000591 0 "x1;x2"
"266" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.858 0.861796643632774 0.854103343465046 0.715942952225052 0.85794999354891 0.498998459782134 0.85612968591692 0.860809476801579 0.854103343465046 0.861796643632774 0.203093174241358 0.0899999999999181 0.0600000000000591 0 "x1;x2"
"267" "FULL" 25 3 0.12 0 1 0 0.8635 0.873642645607108 0.853090172239108 0.726998629353324 0.863366408923108 0.493540700825776 0.858156028368794 0.871668311944719 0.853090172239108 0.873642645607108 0.19498736240109 0 0.0799999999999272 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"268" "GAMMA_BACK" 3 3 1 1 1 1 0.866 0.872655478775913 0.859169199594731 0.731956464668004 0.865912339185322 0.503487226466645 0.859169199594731 0.876604146100691 0.859169199594731 0.872655478775913 0.194935319271133 7.25 0.0600000000000591 0.0199999999999818 "x1;x2;x3"
"269" "GAMMA_BF" 3 3 1 1 1 1 0.866 0.872655478775913 0.859169199594731 0.731956464668004 0.865912339185322 0.503487226466645 0.859169199594731 0.876604146100691 0.859169199594731 0.872655478775913 0.194935319271133 0.549999999999955 0.0800000000000409 0.0199999999999818 "x1;x2;x3"
"270" "GAMMA_FORW" 3 3 1 1 1 1 0.866 0.872655478775913 0.859169199594731 0.731956464668004 0.865912339185322 0.503487226466645 0.859169199594731 0.876604146100691 0.859169199594731 0.872655478775913 0.194935319271133 0.419999999999959 0.170000000000073 0.00999999999999091 "x1;x2;x3"
"271" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.86 0.862783810463968 0.857142857142857 0.719946829807747 0.859963333803413 0.521995540385657 0.852077001013171 0.881539980256663 0.857142857142857 0.862783810463968 0.194748930038988 3.29999999999995 0.0800000000000409 0.00999999999999091 "x1;x2;x3;Noise22"
"272" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.858 0.861796643632774 0.854103343465046 0.715942952225052 0.85794999354891 0.498998459782134 0.85612968591692 0.860809476801579 0.854103343465046 0.861796643632774 0.203093174241358 10.92 0.0800000000000409 0 "x1;x2"
"273" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8625 0.863770977295163 0.861195542046606 0.724957455898494 0.862483259670884 0.54501762055357 0.839918946301925 0.890424481737414 0.861195542046606 0.863770977295163 0.194830543954114 1.63999999999999 0.0800000000000409 0.0199999999999818 "x1;x2;x3;Noise22;Noise21"
"274" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7665 0.776900296150049 0.755825734549139 0.532889947265921 0.766363015349594 0.516405824076928 0.748733535967579 0.790720631786772 0.755825734549139 0.776900296150049 0.312449115617525 0.120000000000005 0.0800000000000409 0 "x1"
"275" "SVM-RFE" 3 3 1 1 1 1 0.866 0.872655478775913 0.859169199594731 0.731956464668004 0.865912339185322 0.503487226466645 0.859169199594731 0.876604146100691 0.859169199594731 0.872655478775913 0.194935319271133 24.63 0.0399999999999636 0.0199999999999818 "x1;x2;x3"
"276" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 0.850892622197142 0.489675629172941 0.841642228739003 0.862845445240532 0.833822091886608 0.867963152507677 0.205049510404957 0.190000000000055 0.0600000000000591 0 "x1;x2"
"277" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 0.850892622197142 0.489675629172941 0.841642228739003 0.862845445240532 0.833822091886608 0.867963152507677 0.205049510404957 0.1099999999999 0.0699999999999363 0.0199999999999818 "x1;x2"
"278" "FULL" 25 3 0.12 0 1 0 0.851 0.863868986693961 0.838709677419355 0.702421256110835 0.851289332056658 0.500053676116861 0.838709677419355 0.863868986693961 0.838709677419355 0.863868986693961 0.197985734768045 0 0.0799999999999272 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"279" "GAMMA_BACK" 3 3 1 1 1 1 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 0.858873844263615 0.497174098986974 0.8455522971652 0.875127942681679 0.842619745845552 0.875127942681679 0.197985191505438 7.03000000000009 0.0599999999999454 0 "x1;x2;x3"
"280" "GAMMA_BF" 3 3 1 1 1 1 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 0.858873844263615 0.497174098986974 0.8455522971652 0.875127942681679 0.842619745845552 0.875127942681679 0.197985191505438 0.279999999999973 0.0600000000000591 0.0299999999999727 "x1;x2;x3"
"281" "GAMMA_FORW" 3 3 1 1 1 1 0.8585 0.875127942681679 0.842619745845552 0.717649684189384 0.858873844263615 0.497174098986974 0.8455522971652 0.875127942681679 0.842619745845552 0.875127942681679 0.197985191505438 0.269999999999982 0.0599999999999454 0 "x1;x2;x3"
"282" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8515 0.868986693961105 0.834799608993157 0.703714137778038 0.851893151477131 0.515648719001548 0.83088954056696 0.877175025588536 0.834799608993157 0.868986693961105 0.198237893037592 3.28000000000009 0.0800000000000409 0.0199999999999818 "x1;x2;x3;Noise17"
"283" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8505 0.867963152507677 0.833822091886608 0.701713284403559 0.850892622197142 0.489675629172941 0.841642228739003 0.862845445240532 0.833822091886608 0.867963152507677 0.205049510404957 10.39 0.0599999999999454 0 "x1;x2"
"284" "STEP" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.852 0.865916069600819 0.838709677419355 0.704481971304301 0.852312873510087 0.51881241131938 0.834799608993157 0.875127942681679 0.838709677419355 0.865916069600819 0.197473656889378 2.14999999999998 0.0599999999999454 0.00999999999999091 "x1;x2;x3;Noise17;Noise20;Noise10;Noise8"
"285" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.759 0.778915046059365 0.739980449657869 0.51894742052388 0.759447747858617 0.43794922795332 0.796676441837732 0.732855680655067 0.739980449657869 0.778915046059365 0.312782257130153 0.120000000000005 0.0800000000000409 0 "x1"
"286" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.8505 0.865916069600819 0.835777126099707 0.701576331148205 0.850846597850263 0.423563128689507 0.875855327468231 0.832139201637666 0.835777126099707 0.865916069600819 0.196874057957732 22.96 0.0600000000000591 0.0199999999999818 "Noise10;Noise17;Noise18;Noise7;Noise8;x1;x2;x3"
"287" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 0.767555763718756 0.524537105150154 0.749027237354086 0.789094650205761 0.76556420233463 0.769547325102881 0.312619437644021 0.200000000000045 0.0600000000000591 0.0199999999999818 "x1"
"288" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.849794238683128 0.853112840466926 0.702817405342948 0.851453539575027 0.437227519336247 0.888132295719844 0.819958847736626 0.853112840466926 0.849794238683128 0.209019971377322 0.160000000000082 0.0500000000000682 0.00999999999999091 "x1;x2"
"289" "FULL" 25 3 0.12 0 1 0 0.8575 0.861111111111111 0.85408560311284 0.714976720226062 0.857598357111976 0.518281840282609 0.84727626459144 0.874485596707819 0.85408560311284 0.861111111111111 0.200688500397164 0 0.0899999999999181 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"290" "GAMMA_BACK" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.857 0.861111111111111 0.853112840466926 0.713995330406841 0.857111975789019 0.544118759736662 0.836575875486381 0.88477366255144 0.853112840466926 0.861111111111111 0.20048349170049 4.66999999999996 0.0800000000000409 0.0300000000000864 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20"
"291" "GAMMA_BF" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.857 0.861111111111111 0.853112840466926 0.713995330406841 0.857111975789019 0.544118759736662 0.836575875486381 0.88477366255144 0.853112840466926 0.861111111111111 0.20048349170049 1.99000000000001 0.07000000000005 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20"
"292" "GAMMA_FORW" 18 3 0.4 0.318181818181818 1 0.230283093235919 0.857 0.861111111111111 0.853112840466926 0.713995330406841 0.857111975789019 0.544118759736662 0.836575875486381 0.88477366255144 0.853112840466926 0.861111111111111 0.20048349170049 1.90000000000009 0.0800000000000409 0.0100000000001046 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise7;Noise10;Noise11;Noise12;Noise14;Noise15;Noise16;Noise17;Noise19;Noise20"
"293" "LASSO" 4 2 0.88 0.909090909090909 0.666666666666667 0.510354543882741 0.6735 0.669753086419753 0.67704280155642 0.346710020550804 0.673397943988087 0.461201896292302 0.743190661478599 0.616255144032922 0.67704280155642 0.669753086419753 0.410203513090537 2.46000000000004 0.0499999999999545 0.00999999999999091 "x2;x3;Noise5;Noise20"
"294" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8515 0.849794238683128 0.853112840466926 0.702817405342948 0.851453539575027 0.437227519336247 0.888132295719844 0.819958847736626 0.853112840466926 0.849794238683128 0.209019971377322 9.73000000000002 0.0499999999999545 0.00999999999999091 "x1;x2"
"295" "STEP" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.8605 0.86522633744856 0.856031128404669 0.721018300416036 0.860628732926615 0.487475647931888 0.860894941634241 0.863168724279835 0.856031128404669 0.86522633744856 0.199618214093802 2.13 0.0600000000000591 0.0199999999999818 "x1;x2;x3;Noise5;Noise20;Noise12;Noise11"
"296" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7675 0.769547325102881 0.76556420233463 0.534934087080266 0.767555763718756 0.524537105150154 0.749027237354086 0.789094650205761 0.76556420233463 0.769547325102881 0.312619437644021 0.139999999999986 0.0800000000000409 0 "x1"
"297" "SVM-RFE" 3 3 1 1 1 1 0.86 0.861111111111111 0.858949416342412 0.719894840793573 0.860030263726762 0.572698225940878 0.829766536964981 0.901234567901235 0.858949416342412 0.861111111111111 0.198885181985782 24.98 0.0800000000000409 0 "x1;x2;x3"
"298" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 0.841615647331917 0.522022350229514 0.836049856184084 0.851619644723093 0.838926174496644 0.844305120167189 0.205544807871837 0.200000000000045 0.0699999999999363 0 "x1;x2"
"299" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 0.841615647331917 0.522022350229514 0.836049856184084 0.851619644723093 0.838926174496644 0.844305120167189 0.205544807871837 0.110000000000014 0.0799999999999272 0 "x1;x2"
"300" "FULL" 25 3 0.12 0 1 0 0.85 0.851619644723093 0.848513902205177 0.699741076108124 0.850066773464135 0.502369464077274 0.848513902205177 0.852664576802508 0.848513902205177 0.851619644723093 0.197591445934386 0 0.110000000000014 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"301" "GAMMA_BACK" 3 3 1 1 1 1 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 0.850589239503843 0.486998242887918 0.85810162991371 0.852664576802508 0.848513902205177 0.852664576802508 0.195825525339456 5.80000000000007 0.0499999999999545 0 "x1;x2;x3"
"302" "GAMMA_BF" 3 3 1 1 1 1 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 0.850589239503843 0.486998242887918 0.85810162991371 0.852664576802508 0.848513902205177 0.852664576802508 0.195825525339456 0.299999999999955 0.07000000000005 0.0299999999999727 "x1;x2;x3"
"303" "GAMMA_FORW" 3 3 1 1 1 1 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 0.850589239503843 0.486998242887918 0.85810162991371 0.852664576802508 0.848513902205177 0.852664576802508 0.195825525339456 0.279999999999973 0.0800000000000409 0.00999999999999091 "x1;x2;x3"
"304" "LASSO" 13 3 0.6 0.545454545454545 1 0.354787437593449 0.8475 0.849529780564263 0.845637583892617 0.694759253200652 0.84758368222844 0.477590361257875 0.856184084372004 0.845350052246604 0.845637583892617 0.849529780564263 0.197580392453166 2.38999999999999 0.0900000000000318 0.0300000000000864 "x1;x2;x3;Noise4;Noise5;Noise10;Noise11;Noise12;Noise13;Noise15;Noise17;Noise20;Noise22"
"305" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8415 0.844305120167189 0.838926174496644 0.682796028664021 0.841615647331917 0.522022350229514 0.836049856184084 0.851619644723093 0.838926174496644 0.844305120167189 0.205544807871837 9.33999999999992 0.0600000000000591 0.0199999999999818 "x1;x2"
"306" "STEP" 10 3 0.72 0.681818181818182 1 0.452267016866645 0.8485 0.854754440961337 0.842761265580057 0.696983475381687 0.848757853270697 0.490637077665114 0.847555129434324 0.853709508881923 0.842761265580057 0.854754440961337 0.19706269014346 3.04999999999995 0.0699999999999363 0.0199999999999818 "x1;x2;x3;Noise20;Noise22;Noise13;Noise4;Noise17;Noise5;Noise10"
"307" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.77115987460815 0.779482262703739 0.550414717637506 0.775321068655945 0.509434837255 0.774688398849473 0.784743991640543 0.779482262703739 0.77115987460815 0.307825603348859 0.129999999999995 0.0499999999999545 0 "x1"
"308" "SVM-RFE" 3 3 1 1 1 1 0.8505 0.852664576802508 0.848513902205177 0.700766838812044 0.850589239503843 0.486998242887918 0.85810162991371 0.852664576802508 0.848513902205177 0.852664576802508 0.195825525339456 22.9699999999999 0.0500000000000682 0 "x1;x2;x3"
"309" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.869 0.891283973758201 0.843515541264737 0.736622030964362 0.867399757511469 0.459648882556904 0.862808145766345 0.876288659793814 0.843515541264737 0.891283973758201 0.19663190106364 0.230000000000018 0.0600000000000591 0.00999999999999091 "x1;x2"
"310" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.869 0.891283973758201 0.843515541264737 0.736622030964362 0.867399757511469 0.459648882556904 0.862808145766345 0.876288659793814 0.843515541264737 0.891283973758201 0.19663190106364 0.159999999999968 0.07000000000005 0.00999999999999091 "x1;x2"
"311" "FULL" 25 3 0.12 0 1 0 0.875 0.896907216494845 0.84994640943194 0.748706039559802 0.873426812963393 0.474630160468111 0.864951768488746 0.888472352389878 0.84994640943194 0.896907216494845 0.186733351948655 0 0.110000000000014 0.0399999999999636 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"312" "GAMMA_BACK" 3 3 1 1 1 1 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 0.878182661969582 0.437471581477088 0.884244372990354 0.872539831302718 0.858520900321543 0.89784442361762 0.187594422789855 5.97000000000003 0.0499999999999545 0 "x1;x2;x3"
"313" "GAMMA_BF" 3 3 1 1 1 1 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 0.878182661969582 0.437471581477088 0.884244372990354 0.872539831302718 0.858520900321543 0.89784442361762 0.187594422789855 0.399999999999977 0.100000000000023 0.00999999999999091 "x1;x2;x3"
"314" "GAMMA_FORW" 3 3 1 1 1 1 0.8795 0.89784442361762 0.858520900321543 0.75774084261139 0.878182661969582 0.437471581477088 0.884244372990354 0.872539831302718 0.858520900321543 0.89784442361762 0.187594422789855 0.409999999999968 0.0800000000000409 0.0299999999999727 "x1;x2;x3"
"315" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.874 0.895032802249297 0.84994640943194 0.746682265536254 0.872489605840619 0.465369274930967 0.871382636655949 0.883786316776007 0.84994640943194 0.895032802249297 0.187656489851523 2.46000000000004 0.0800000000000409 0.00999999999999091 "x1;x2;x3;Noise11"
"316" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.869 0.891283973758201 0.843515541264737 0.736622030964362 0.867399757511469 0.459648882556904 0.862808145766345 0.876288659793814 0.843515541264737 0.891283973758201 0.19663190106364 9.47000000000003 0.0499999999999545 0 "x1;x2"
"317" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.874 0.895032802249297 0.84994640943194 0.746682265536254 0.872489605840619 0.465369274930967 0.871382636655949 0.883786316776007 0.84994640943194 0.895032802249297 0.187656489851523 1.18999999999994 0.0499999999999545 0 "x1;x2;x3;Noise11"
"318" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7735 0.788191190253046 0.756698821007503 0.544926960944638 0.772445005630274 0.46079583488341 0.789924973204716 0.76194939081537 0.756698821007503 0.788191190253046 0.31095736232601 0.129999999999995 0.07000000000005 0 "x1"
"319" "SVM-RFE" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8805 0.899718837863168 0.858520900321543 0.759758083593343 0.879119869092356 0.498554855703574 0.859592711682744 0.899718837863168 0.858520900321543 0.899718837863168 0.187676657923314 24.66 0.0399999999999636 0.0199999999999818 "Noise19;x1;x2;x3"
"320" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 0.857167434863325 0.481876775562647 0.894685039370079 0.828252032520325 0.877952755905512 0.836382113821138 0.20587939453565 0.169999999999959 0.0499999999999545 0.0199999999999818 "x1;x2"
"321" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 0.857167434863325 0.481876775562647 0.894685039370079 0.828252032520325 0.877952755905512 0.836382113821138 0.20587939453565 0.110000000000014 0.0599999999999454 0 "x1;x2"
"322" "FULL" 25 3 0.12 0 1 0 0.8575 0.840447154471545 0.874015748031496 0.715095846856917 0.85723145125152 0.576193407332933 0.843503937007874 0.880081300813008 0.874015748031496 0.840447154471545 0.198407692642907 0 0.07000000000005 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"323" "GAMMA_BACK" 3 3 1 1 1 1 0.864 0.849593495934959 0.877952755905512 0.728035781742822 0.863773125920236 0.413227842350516 0.923228346456693 0.813008130081301 0.877952755905512 0.849593495934959 0.196450693864026 7.29999999999995 0.129999999999995 0 "x1;x2;x3"
"324" "GAMMA_BF" 3 3 1 1 1 1 0.864 0.849593495934959 0.877952755905512 0.728035781742822 0.863773125920236 0.413227842350516 0.923228346456693 0.813008130081301 0.877952755905512 0.849593495934959 0.196450693864026 0.410000000000082 0.0600000000000591 0.0300000000000864 "x1;x2;x3"
"325" "GAMMA_FORW" 3 3 1 1 1 1 0.864 0.849593495934959 0.877952755905512 0.728035781742822 0.863773125920236 0.413227842350516 0.923228346456693 0.813008130081301 0.877952755905512 0.849593495934959 0.196450693864026 0.329999999999927 0.0800000000000409 0.0299999999999727 "x1;x2;x3"
"326" "LASSO" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8585 0.844512195121951 0.872047244094488 0.717013209787263 0.85827971960822 0.456191999490829 0.899606299212598 0.82520325203252 0.872047244094488 0.844512195121951 0.197910441210851 3.11000000000001 0.0499999999999545 0.00999999999999091 "x1;x2;x3;Noise9;Noise11;Noise15"
"327" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8575 0.836382113821138 0.877952755905512 0.715248702262667 0.857167434863325 0.481876775562647 0.894685039370079 0.828252032520325 0.877952755905512 0.836382113821138 0.20587939453565 10.35 0.0800000000000409 0.0100000000001046 "x1;x2"
"328" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8585 0.844512195121951 0.872047244094488 0.717013209787263 0.85827971960822 0.456191999490829 0.899606299212598 0.82520325203252 0.872047244094488 0.844512195121951 0.197910441210851 1.8599999999999 0.0600000000000591 0 "x1;x2;x3;Noise9;Noise15;Noise11"
"329" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.739 0.705284552845528 0.771653543307087 0.478188120570365 0.738469048076308 0.574896464151676 0.720472440944882 0.784552845528455 0.771653543307087 0.705284552845528 0.322663034362998 0.120000000000005 0.0500000000000682 0 "x1"
"330" "SVM-RFE" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.859 0.841463414634146 0.875984251968504 0.718115996489916 0.858723833301325 0.575122996840365 0.84744094488189 0.878048780487805 0.875984251968504 0.841463414634146 0.19826319986293 29.6800000000001 0.0600000000001728 0.0199999999999818 "Noise10;Noise11;Noise15;Noise9;x1;x2;x3"
"331" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 0.220000000000027 0.0699999999999363 0 "x1;x2"
"332" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 0.139999999999873 0.0799999999999272 0 "x1;x2"
"333" "FULL" 25 3 0.12 0 1 0 0.8615 0.86119257086999 0.861821903787103 0.722915751169752 0.861507237328547 0.530267119564177 0.854657113613101 0.877810361681329 0.861821903787103 0.86119257086999 0.191532706592573 0 0.100000000000136 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"334" "GAMMA_BACK" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 6.95000000000005 0.110000000000127 0.00999999999999091 "x1;x2"
"335" "GAMMA_BF" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 0.369999999999891 0.0499999999999545 0.00999999999999091 "x1;x2"
