"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "Youden" "YoudenSensitivity" "YoudenSpecificity" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected"
"84" "LASSO" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.856 0.858565737051793 0.853413654618474 0.711996480064266 0.855989695835133 0.418375283231461 0.886546184738956 0.831673306772908 0.853413654618474 0.858565737051793 0.190926011433291 2.19999999999999 0.0500000000000114 0.0200000000000387 "x1;x2;x3;Noise6;Noise13;Noise20"
"85" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8545 0.855577689243028 0.853413654618474 0.708994534395134 0.854495671930751 0.48026369824446 0.870481927710843 0.845617529880478 0.853413654618474 0.855577689243028 0.201350035858939 8.81 0.0600000000000023 0.00999999999999091 "x1;x2"
"86" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.856 0.858565737051793 0.853413654618474 0.711996480064266 0.855989695835133 0.418375283231461 0.886546184738956 0.831673306772908 0.853413654618474 0.858565737051793 0.190926011433291 1.62 0.0600000000000023 0 "x1;x2;x3;Noise20;Noise6;Noise13"
"87" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.777 0.77191235059761 0.782128514056225 0.554054162326067 0.777020432326917 0.541025501530663 0.744979919678715 0.818725099601594 0.782128514056225 0.77191235059761 0.308164938624009 0.129999999999995 0.0400000000000205 0.0200000000000387 "x1"
"88" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.857 0.860557768924303 0.853413654618474 0.714001412711723 0.856985711771388 0.469047312070751 0.866465863453815 0.851593625498008 0.853413654618474 0.860557768924303 0.191123189797421 21.67 0.0400000000000205 0.0199999999999818 "Noise1;Noise13;Noise18;Noise20;Noise6;x1;x2;x3"
"89" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.843 0.843237704918033 0.8427734375 0.685901343742188 0.843005571209016 0.445631395927431 0.8759765625 0.814549180327869 0.8427734375 0.843237704918033 0.212580475686964 0.189999999999998 0.0600000000000023 0 "x1;x2"
"90" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.843 0.843237704918033 0.8427734375 0.685901343742188 0.843005571209016 0.445631395927431 0.8759765625 0.814549180327869 0.8427734375 0.843237704918033 0.212580475686964 0.109999999999957 0.0499999999999545 0.00999999999999091 "x1;x2"
"91" "FULL" 25 3 0.12 0 1 0 0.8435 0.837090163934426 0.849609375 0.686790597171104 0.843349769467213 0.519592308095845 0.84375 0.847336065573771 0.849609375 0.837090163934426 0.206498528336623 0 0.0900000000000318 0.0400000000000205 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"92" "GAMMA_BACK" 3 3 1 1 1 1 0.8455 0.849385245901639 0.841796875 0.691011018290835 0.84559106045082 0.506386907449295 0.8408203125 0.852459016393443 0.841796875 0.849385245901639 0.206705487276299 5.10999999999996 0.0500000000000114 0 "x1;x2;x3"
"93" "GAMMA_BF" 3 3 1 1 1 1 0.8455 0.849385245901639 0.841796875 0.691011018290835 0.84559106045082 0.506386907449295 0.8408203125 0.852459016393443 0.841796875 0.849385245901639 0.206705487276299 0.310000000000002 0.0600000000000023 0 "x1;x2;x3"
"94" "GAMMA_FORW" 3 3 1 1 1 1 0.8455 0.849385245901639 0.841796875 0.691011018290835 0.84559106045082 0.506386907449295 0.8408203125 0.852459016393443 0.841796875 0.849385245901639 0.206705487276299 0.279999999999973 0.0999999999999659 0.0100000000000477 "x1;x2;x3"
"95" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.84 0.840163934426229 0.83984375 0.679898846626524 0.840003842213115 0.52287633052923 0.8330078125 0.85655737704918 0.83984375 0.840163934426229 0.206514154620357 2.21999999999997 0.0699999999999932 0 "x1;x2;x3;Noise18"
"96" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.843 0.843237704918033 0.8427734375 0.685901343742188 0.843005571209016 0.445631395927431 0.8759765625 0.814549180327869 0.8427734375 0.843237704918033 0.212580475686964 8.70999999999998 0.0600000000000023 0.0100000000000477 "x1;x2"
"97" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.846 0.842213114754098 0.849609375 0.691822489754098 0.845911244877049 0.493298619299926 0.8525390625 0.841188524590164 0.849609375 0.842213114754098 0.205756821024948 1.57999999999998 0.0699999999999932 0.00999999999999091 "x1;x2;x3;Noise18;Noise8;Noise3"
"98" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.758 0.739754098360656 0.775390625 0.515590643247006 0.757572361680328 0.432969711156062 0.8232421875 0.69672131147541 0.775390625 0.739754098360656 0.316272429946794 0.139999999999986 0.0699999999999932 0 "x1"
"99" "SVM-RFE" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.8425 0.837090163934426 0.84765625 0.684798833243807 0.842373206967213 0.508848965345901 0.84375 0.844262295081967 0.84765625 0.837090163934426 0.206784762744606 22.06 0.0600000000000023 0.0199999999999818 "Noise10;Noise11;Noise15;Noise18;Noise20;Noise8;x1;x2;x3"
"100" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.845 0.851814516129032 0.838293650793651 0.690108166922683 0.845054083461341 0.48852129961716 0.846230158730159 0.848790322580645 0.838293650793651 0.851814516129032 0.20790363320985 0.170000000000016 0.0400000000000205 0.0199999999999818 "x1;x2"
"101" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.845 0.851814516129032 0.838293650793651 0.690108166922683 0.845054083461341 0.48852129961716 0.846230158730159 0.848790322580645 0.838293650793651 0.851814516129032 0.20790363320985 0.120000000000005 0.0500000000000114 0.00999999999999091 "x1;x2"
"102" "FULL" 25 3 0.12 0 1 0 0.849 0.849798387096774 0.848214285714286 0.697995920037832 0.84900633640553 0.55737635960663 0.824404761904762 0.883064516129032 0.848214285714286 0.849798387096774 0.197918408762535 0 0.0799999999999841 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"103" "GAMMA_BACK" 3 3 1 1 1 1 0.852 0.85383064516129 0.850198412698413 0.704007936586658 0.852014528929851 0.505666659354902 0.849206349206349 0.859879032258065 0.850198412698413 0.85383064516129 0.198401346466103 4.80000000000001 0.0499999999999545 0.00999999999999091 "x1;x2;x3"
"104" "GAMMA_BF" 3 3 1 1 1 1 0.852 0.85383064516129 0.850198412698413 0.704007936586658 0.852014528929851 0.505666659354902 0.849206349206349 0.859879032258065 0.850198412698413 0.85383064516129 0.198401346466103 0.300000000000011 0.0799999999999841 0 "x1;x2;x3"
"105" "GAMMA_FORW" 3 3 1 1 1 1 0.852 0.85383064516129 0.850198412698413 0.704007936586658 0.852014528929851 0.505666659354902 0.849206349206349 0.859879032258065 0.850198412698413 0.85383064516129 0.198401346466103 0.299999999999955 0.0600000000000023 0.0199999999999818 "x1;x2;x3"
"106" "LASSO" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.851 0.85383064516129 0.848214285714286 0.702022465078329 0.851022465437788 0.501879479469382 0.848214285714286 0.856854838709677 0.848214285714286 0.85383064516129 0.198134475351293 2.18000000000001 0.0600000000000023 0.00999999999999091 "x1;x2;x3;Noise4;Noise19"
"107" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.845 0.851814516129032 0.838293650793651 0.690108166922683 0.845054083461341 0.48852129961716 0.846230158730159 0.848790322580645 0.838293650793651 0.851814516129032 0.20790363320985 9.03000000000003 0.0500000000000114 0 "x1;x2"
"108" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8505 0.852822580645161 0.848214285714286 0.70101478332826 0.850518433179723 0.562299009875214 0.822420634920635 0.882056451612903 0.848214285714286 0.852822580645161 0.197750857921369 1.54000000000002 0.0600000000000023 0 "x1;x2;x3;Noise19;Noise5;Noise4"
"109" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.776 0.755040322580645 0.796626984126984 0.552234226285753 0.775833653353815 0.51852569217984 0.781746031746032 0.779233870967742 0.796626984126984 0.755040322580645 0.313510598752709 0.129999999999995 0.0500000000000114 0.00999999999999091 "x1"
"110" "SVM-RFE" 10 3 0.72 0.681818181818182 1 0.452267016866645 0.847 0.840725806451613 0.853174603174603 0.693990640049528 0.846950204813108 0.601081091628878 0.803571428571429 0.902217741935484 0.853174603174603 0.840725806451613 0.198730913160652 23.13 0.0500000000000114 0 "Noise1;Noise14;Noise19;Noise20;Noise3;Noise4;Noise6;x1;x2;x3"
"111" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 0.856672669067627 0.484127629372099 0.867647058823529 0.859183673469388 0.848039215686274 0.86530612244898 0.211962831713844 0.169999999999959 0.0499999999999545 0.0199999999999818 "x1;x2"
"112" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 0.856672669067627 0.484127629372099 0.867647058823529 0.859183673469388 0.848039215686274 0.86530612244898 0.211962831713844 0.109999999999957 0.0499999999999545 0.0199999999999818 "x1;x2"
"113" "FULL" 25 3 0.12 0 1 0 0.868 0.86734693877551 0.868627450980392 0.735921384122126 0.867987194877951 0.495104882682047 0.872549019607843 0.866326530612245 0.868627450980392 0.86734693877551 0.202477174756084 0 0.0900000000000318 0.0100000000000477 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"114" "GAMMA_BACK" 25 3 0.12 0 1 0 0.868 0.86734693877551 0.868627450980392 0.735921384122126 0.867987194877951 0.495104882682047 0.872549019607843 0.866326530612245 0.868627450980392 0.86734693877551 0.202477174756084 2.19999999999999 0.0799999999999841 0.0300000000000296 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"115" "GAMMA_BF" 25 3 0.12 0 1 0 0.868 0.86734693877551 0.868627450980392 0.735921384122126 0.867987194877951 0.495104882682047 0.872549019607843 0.866326530612245 0.868627450980392 0.86734693877551 0.202477174756084 1.94 0.0799999999999841 0.0300000000000296 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"116" "GAMMA_FORW" 25 3 0.12 0 1 0 0.868 0.86734693877551 0.868627450980392 0.735921384122126 0.867987194877951 0.495104882682047 0.872549019607843 0.866326530612245 0.868627450980392 0.86734693877551 0.202477174756084 1.83999999999997 0.0999999999999659 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"117" "LASSO" 3 3 1 1 1 1 0.87 0.86734693877551 0.872549019607843 0.739895958383353 0.869947979191677 0.498385327867881 0.874509803921569 0.86734693877551 0.872549019607843 0.86734693877551 0.203556447812398 1.94 0.0699999999999932 0 "x1;x2;x3"
"118" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 0.856672669067627 0.484127629372099 0.867647058823529 0.859183673469388 0.848039215686274 0.86530612244898 0.211962831713844 8.73000000000002 0.0600000000000023 0 "x1;x2"
"119" "STEP" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.87 0.873469387755102 0.866666666666667 0.740011693158281 0.870068027210884 0.518320070073649 0.858823529411765 0.881632653061225 0.866666666666667 0.873469387755102 0.20316034890576 1.75 0.0600000000000023 0.0199999999999818 "x1;x2;x3;Noise15;Noise19;Noise2;Noise9"
"120" "SU" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8565 0.86530612244898 0.848039215686274 0.713205864231476 0.856672669067627 0.484127629372099 0.867647058823529 0.859183673469388 0.848039215686274 0.86530612244898 0.211962831713844 0.120000000000005 0.0499999999999545 0 "x1;x2"
"121" "SVM-RFE" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.867 0.86530612244898 0.868627450980392 0.733905674384199 0.866966786714686 0.512407690141373 0.864705882352941 0.871428571428571 0.868627450980392 0.86530612244898 0.20333132303913 24.5 0.0500000000000114 0.00999999999999091 "Noise19;Noise2;Noise22;Noise9;x1;x2;x3"
"122" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.762 0.719298245614035 0.802133850630456 0.52375446662758 0.760716048122245 0.561780900817271 0.757516973811833 0.769865841073271 0.802133850630456 0.719298245614035 0.301235519669367 0.170000000000016 0.0500000000000114 0 "x1"
"123" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 0.845747263119858 0.550766545298813 0.850630455868089 0.845201238390093 0.870029097963143 0.821465428276574 0.19878315955133 0.129999999999995 0.0600000000000023 0 "x1;x2"
"124" "FULL" 25 3 0.12 0 1 0 0.8475 0.82765737874097 0.866149369544132 0.694724926363127 0.846903374142551 0.589539597724589 0.833171677982541 0.867905056759546 0.866149369544132 0.82765737874097 0.192418990700323 0.0200000000000387 0.089999999999975 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"125" "GAMMA_BACK" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 0.845747263119858 0.550766545298813 0.850630455868089 0.845201238390093 0.870029097963143 0.821465428276574 0.19878315955133 4.38999999999999 0.0500000000000114 0 "x1;x2"
"126" "GAMMA_BF" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 0.845747263119858 0.550766545298813 0.850630455868089 0.845201238390093 0.870029097963143 0.821465428276574 0.19878315955133 0.230000000000018 0.0699999999999932 0.00999999999999091 "x1;x2"
"127" "GAMMA_FORW" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 0.845747263119858 0.550766545298813 0.850630455868089 0.845201238390093 0.870029097963143 0.821465428276574 0.19878315955133 0.21999999999997 0.0600000000000023 0 "x1;x2"
"128" "LASSO" 3 3 1 1 1 1 0.8465 0.82765737874097 0.864209505334627 0.692700465833097 0.845933442037798 0.590269416612016 0.829291949563531 0.875128998968008 0.864209505334627 0.82765737874097 0.192784487081444 2.22000000000003 0.0600000000000023 0 "x1;x2;x3"
"129" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8465 0.821465428276574 0.870029097963143 0.692861779175972 0.845747263119858 0.550766545298813 0.850630455868089 0.845201238390093 0.870029097963143 0.821465428276574 0.19878315955133 8.89000000000004 0.0499999999999545 0 "x1;x2"
"130" "STEP" 3 3 1 1 1 1 0.8465 0.82765737874097 0.864209505334627 0.692700465833097 0.845933442037798 0.590269416612016 0.829291949563531 0.875128998968008 0.864209505334627 0.82765737874097 0.192784487081444 1 0.0600000000000023 0.0100000000000477 "x1;x2;x3"
"131" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.762 0.719298245614035 0.802133850630456 0.52375446662758 0.760716048122245 0.561780900817271 0.757516973811833 0.769865841073271 0.802133850630456 0.719298245614035 0.301235519669367 0.139999999999986 0.0500000000000114 0.00999999999999091 "x1"
"132" "SVM-RFE" 3 3 1 1 1 1 0.8465 0.82765737874097 0.864209505334627 0.692700465833097 0.845933442037798 0.590269416612016 0.829291949563531 0.875128998968008 0.864209505334627 0.82765737874097 0.192784487081444 21.77 0.0400000000000205 0.00999999999999091 "x1;x2;x3"
"133" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.855721393034826 0.846231155778895 0.702003096120092 0.85097627440686 0.400347070198667 0.90251256281407 0.82089552238806 0.846231155778895 0.855721393034826 0.201656531405746 0.17999999999995 0.0500000000000114 0.00999999999999091 "x1;x2"
"134" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.855721393034826 0.846231155778895 0.702003096120092 0.85097627440686 0.400347070198667 0.90251256281407 0.82089552238806 0.846231155778895 0.855721393034826 0.201656531405746 0.109999999999957 0.0499999999999545 0.00999999999999091 "x1;x2"
"135" "FULL" 25 3 0.12 0 1 0 0.859 0.870646766169154 0.847236180904523 0.718135781696428 0.858941473536838 0.464034066876365 0.868341708542714 0.860696517412935 0.847236180904523 0.870646766169154 0.192574803684618 0 0.0799999999999841 0.0200000000000387 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"136" "GAMMA_BACK" 3 3 1 1 1 1 0.859 0.872636815920398 0.845226130653266 0.718199150871604 0.858931473286832 0.456761270677501 0.87035175879397 0.851741293532338 0.845226130653266 0.872636815920398 0.19349133170706 6.12 0.0699999999999932 0.0199999999999818 "x1;x2;x3"
"137" "GAMMA_BF" 3 3 1 1 1 1 0.859 0.872636815920398 0.845226130653266 0.718199150871604 0.858931473286832 0.456761270677501 0.87035175879397 0.851741293532338 0.845226130653266 0.872636815920398 0.19349133170706 0.310000000000002 0.0600000000000023 0.0100000000000477 "x1;x2;x3"
"138" "GAMMA_FORW" 3 3 1 1 1 1 0.859 0.872636815920398 0.845226130653266 0.718199150871604 0.858931473286832 0.456761270677501 0.87035175879397 0.851741293532338 0.845226130653266 0.872636815920398 0.19349133170706 0.28000000000003 0.0699999999999932 0 "x1;x2;x3"
"139" "LASSO" 14 2 0.48 0.454545454545455 0.666666666666667 0.0793519600858154 0.658 0.688557213930348 0.62713567839196 0.316317301928086 0.657846446161154 0.484609167379759 0.655276381909548 0.67363184079602 0.62713567839196 0.688557213930348 0.421711907368684 2.76999999999998 0.0799999999999841 0.0199999999999818 "x2;x3;Noise2;Noise5;Noise8;Noise9;Noise10;Noise12;Noise14;Noise18;Noise19;Noise20;Noise21;Noise22"
"140" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.855721393034826 0.846231155778895 0.702003096120092 0.85097627440686 0.400347070198667 0.90251256281407 0.82089552238806 0.846231155778895 0.855721393034826 0.201656531405746 9.56999999999999 0.0600000000000023 0 "x1;x2"
"141" "STEP" 9 3 0.76 0.727272727272727 1 0.492365963917331 0.859 0.870646766169154 0.847236180904523 0.718135781696428 0.858941473536838 0.462411962741114 0.865326633165829 0.861691542288557 0.847236180904523 0.870646766169154 0.193091118912051 2.76999999999998 0.0600000000000023 0.0200000000000387 "x1;x2;x3;Noise19;Noise21;Noise14;Noise20;Noise2;Noise18"
"142" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7805 0.789054726368159 0.771859296482412 0.561019226449383 0.780457011425286 0.471743822290998 0.798994974874372 0.765174129353234 0.771859296482412 0.789054726368159 0.307658222054307 0.0999999999999659 0.0699999999999932 0.00999999999999091 "x1"
"143" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.856 0.865671641791045 0.846231155778895 0.712082269404926 0.85595139878497 0.42523023487713 0.877386934673367 0.839800995024876 0.846231155778895 0.865671641791045 0.193545233530295 22.63 0.0699999999999932 0.0100000000000477 "Noise10;Noise19;Noise2;Noise21;Noise5;x1;x2;x3"
"144" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.861 0.862376237623762 0.85959595959596 0.721972197219722 0.860986098609861 0.562387934200796 0.837373737373737 0.897029702970297 0.85959595959596 0.862376237623762 0.202857033136817 0.170000000000016 0.0699999999999932 0.0199999999999818 "x1;x2"
"145" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.861 0.862376237623762 0.85959595959596 0.721972197219722 0.860986098609861 0.562387934200796 0.837373737373737 0.897029702970297 0.85959595959596 0.862376237623762 0.202857033136817 0.100000000000023 0.0500000000000114 0.0100000000000477 "x1;x2"
"146" "FULL" 25 3 0.12 0 1 0 0.863 0.872277227722772 0.853535353535353 0.726021726551163 0.862906290629063 0.444980900733553 0.882828282828283 0.855445544554455 0.853535353535353 0.872277227722772 0.192029363481847 0 0.089999999999975 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"147" "GAMMA_BACK" 3 3 1 1 1 1 0.873 0.876237623762376 0.86969696969697 0.745970404479348 0.872967296729673 0.504079591304267 0.86969696969697 0.883168316831683 0.86969696969697 0.876237623762376 0.192027823917903 6.88999999999999 0.0500000000000114 0.00999999999999091 "x1;x2;x3"
"148" "GAMMA_BF" 3 3 1 1 1 1 0.873 0.876237623762376 0.86969696969697 0.745970404479348 0.872967296729673 0.504079591304267 0.86969696969697 0.883168316831683 0.86969696969697 0.876237623762376 0.192027823917903 0.310000000000002 0.0600000000000023 0 "x1;x2;x3"
"149" "GAMMA_FORW" 3 3 1 1 1 1 0.873 0.876237623762376 0.86969696969697 0.745970404479348 0.872967296729673 0.504079591304267 0.86969696969697 0.883168316831683 0.86969696969697 0.876237623762376 0.192027823917903 0.319999999999993 0.0799999999999841 0 "x1;x2;x3"
"150" "LASSO" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.87 0.876237623762376 0.863636363636364 0.739985004578058 0.86993699369937 0.465406469839803 0.882828282828283 0.863366336633663 0.863636363636364 0.876237623762376 0.192104568620147 2.28999999999996 0.0699999999999932 0.00999999999999091 "x1;x2;x3;Noise15;Noise22"
"151" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.861 0.862376237623762 0.85959595959596 0.721972197219722 0.860986098609861 0.562387934200796 0.837373737373737 0.897029702970297 0.85959595959596 0.862376237623762 0.202857033136817 8.90999999999997 0.0699999999999932 0 "x1;x2"
"152" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8675 0.873267326732673 0.861616161616162 0.734979419015968 0.867441744174417 0.46597725347088 0.882828282828283 0.86039603960396 0.861616161616162 0.873267326732673 0.192248789690924 1.57999999999998 0.0699999999999932 0.0199999999999818 "x1;x2;x3;Noise15;Noise22;Noise9"
"153" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.772 0.769306930693069 0.774747474747475 0.54402720204017 0.772027202720272 0.524463000060612 0.755555555555556 0.793069306930693 0.774747474747475 0.769306930693069 0.31799581645821 0.120000000000005 0.0400000000000205 0 "x1"
"154" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.8705 0.875247524752475 0.865656565656566 0.740974122776066 0.87045204520452 0.528615264853018 0.852525252525253 0.892079207920792 0.865656565656566 0.875247524752475 0.192166930691438 22.56 0.0699999999999932 0.0200000000000387 "Noise1;Noise15;Noise16;Noise22;Noise9;x1;x2;x3"
"155" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.843290891283056 0.86414708886619 0.707294704292185 0.853718990074623 0.594029589893957 0.833503575076609 0.888344760039177 0.86414708886619 0.843290891283056 0.201903264513453 0.25 0.0500000000000114 0.0199999999999818 "x1;x2"
"156" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.843290891283056 0.86414708886619 0.707294704292185 0.853718990074623 0.594029589893957 0.833503575076609 0.888344760039177 0.86414708886619 0.843290891283056 0.201903264513453 0.139999999999986 0.0500000000000114 0.0199999999999818 "x1;x2"
"157" "FULL" 25 3 0.12 0 1 0 0.863 0.851126346718903 0.87538304392237 0.726378596584114 0.863254695320636 0.471729552325228 0.887640449438202 0.841332027424094 0.87538304392237 0.851126346718903 0.19491716943586 0 0.100000000000023 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"158" "GAMMA_BACK" 3 3 1 1 1 1 0.8615 0.850146914789422 0.873340143003064 0.723350658895755 0.861743528896243 0.490328316184262 0.878447395301328 0.847208619000979 0.873340143003064 0.850146914789422 0.194366135186275 8.93000000000001 0.0500000000000114 0 "x1;x2;x3"
"159" "GAMMA_BF" 3 3 1 1 1 1 0.8615 0.850146914789422 0.873340143003064 0.723350658895755 0.861743528896243 0.490328316184262 0.878447395301328 0.847208619000979 0.873340143003064 0.850146914789422 0.194366135186275 0.339999999999975 0.0699999999999932 0 "x1;x2;x3"
"160" "GAMMA_FORW" 3 3 1 1 1 1 0.8615 0.850146914789422 0.873340143003064 0.723350658895755 0.861743528896243 0.490328316184262 0.878447395301328 0.847208619000979 0.873340143003064 0.850146914789422 0.194366135186275 0.310000000000002 0.0600000000000023 0 "x1;x2;x3"
"161" "LASSO" 3 3 1 1 1 1 0.8615 0.850146914789422 0.873340143003064 0.723350658895755 0.861743528896243 0.490328316184262 0.878447395301328 0.847208619000979 0.873340143003064 0.850146914789422 0.194366135186275 2.38999999999999 0.0800000000000409 0 "x1;x2;x3"
"162" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8535 0.843290891283056 0.86414708886619 0.707294704292185 0.853718990074623 0.594029589893957 0.833503575076609 0.888344760039177 0.86414708886619 0.843290891283056 0.201903264513453 9.19999999999999 0.0600000000000023 0 "x1;x2"
"163" "STEP" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8575 0.845249755142018 0.870275791624106 0.715403527055362 0.857762773383062 0.469048634403261 0.892747701736466 0.834476003917728 0.870275791624106 0.845249755142018 0.194172189549916 1.05000000000001 0.0600000000000023 0.0199999999999818 "x1;x2;x3;Noise10"
"164" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7615 0.756121449559256 0.767109295199183 0.523115359656609 0.761615372379219 0.432619826523329 0.818181818181818 0.71694417238002 0.767109295199183 0.756121449559256 0.30834275593906 0.140000000000043 0.0600000000000023 0 "x1"
"165" "SVM-RFE" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8575 0.845249755142018 0.870275791624106 0.715403527055362 0.857762773383062 0.46904863440326 0.892747701736466 0.834476003917728 0.870275791624106 0.845249755142018 0.194172189549916 23.51 0.0500000000000114 0 "Noise10;x1;x2;x3"
"166" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7785 0.781563126252505 0.775449101796407 0.55701807679282 0.778506114024456 0.555969772804578 0.733532934131736 0.834669338677355 0.775449101796407 0.781563126252505 0.305394323002638 0.240000000000009 0.0600000000000591 0.00999999999999091 "x1"
