"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "YoudenSpe" "YoudenSe" "Youden" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected" "Separation" "Repartition" "NbVar"
"21" "SU" 2 2 0.995 1 0.666666666666667 0.814432110921262 0.89 0.936708860759494 0.714285714285714 0.662888631789319 0.825497287522604 0.784810126582278 0.952380952380952 0.177727541336913 0.714285714285714 0.936708860759494 0.188525321478517 0.599999999991269 0.0599999999976717 0 "x1;x2" "forte" "desequilibre" 200
"22" "SVM-RFE" 10 2 0.955 0.959390862944162 0.666666666666667 0.349165385301343 0.78 0.835443037974684 0.571428571428571 0.382718930006306 0.703435804701627 0.848101265822785 0.571428571428571 0.999913157585628 0.571428571428571 0.835443037974684 0.219999876481907 15.4300000000076 0.0500000000029104 0.0199999999895226 "Noise108;Noise109;Noise130;Noise168;Noise183;Noise186;Noise84;Noise93;x1;x2" "forte" "desequilibre" 200
"23" "CFS" 3 3 1 1 1 1 0.87 0.942857142857143 0.7 0.680336051416609 0.821428571428571 0.9 0.8 0.294078180359235 0.7 0.942857142857143 0.174629323485872 2.92999999999302 0.0299999999988358 0 "x1;x2;x3" "forte" "desequilibre" 200
"24" "CHI2" 3 3 1 1 1 1 0.87 0.942857142857143 0.7 0.680336051416609 0.821428571428571 0.9 0.8 0.294078180359235 0.7 0.942857142857143 0.174629323485872 0.429999999993015 0.0800000000017462 0 "x1;x3;x2" "forte" "desequilibre" 200
"25" "FULL" 200 3 0.015 0 1 0 0.49 0.457142857142857 0.566666666666667 0.0219317231653256 0.511904761904762 0.457142857142857 0.6 0.00017187834616898 0.566666666666667 0.457142857142857 0.510921226763762 0.0100000000093132 0.179999999993015 0.0800000000017462 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22;Noise23;Noise24;Noise25;Noise26;Noise27;Noise28;Noise29;Noise30;Noise31;Noise32;Noise33;Noise34;Noise35;Noise36;Noise37;Noise38;Noise39;Noise40;Noise41;Noise42;Noise43;Noise44;Noise45;Noise46;Noise47;Noise48;Noise49;Noise50;Noise51;Noise52;Noise53;Noise54;Noise55;Noise56;Noise57;Noise58;Noise59;Noise60;Noise61;Noise62;Noise63;Noise64;Noise65;Noise66;Noise67;Noise68;Noise69;Noise70;Noise71;Noise72;Noise73;Noise74;Noise75;Noise76;Noise77;Noise78;Noise79;Noise80;Noise81;Noise82;Noise83;Noise84;Noise85;Noise86;Noise87;Noise88;Noise89;Noise90;Noise91;Noise92;Noise93;Noise94;Noise95;Noise96;Noise97;Noise98;Noise99;Noise100;Noise101;Noise102;Noise103;Noise104;Noise105;Noise106;Noise107;Noise108;Noise109;Noise110;Noise111;Noise112;Noise113;Noise114;Noise115;Noise116;Noise117;Noise118;Noise119;Noise120;Noise121;Noise122;Noise123;Noise124;Noise125;Noise126;Noise127;Noise128;Noise129;Noise130;Noise131;Noise132;Noise133;Noise134;Noise135;Noise136;Noise137;Noise138;Noise139;Noise140;Noise141;Noise142;Noise143;Noise144;Noise145;Noise146;Noise147;Noise148;Noise149;Noise150;Noise151;Noise152;Noise153;Noise154;Noise155;Noise156;Noise157;Noise158;Noise159;Noise160;Noise161;Noise162;Noise163;Noise164;Noise165;Noise166;Noise167;Noise168;Noise169;Noise170;Noise171;Noise172;Noise173;Noise174;Noise175;Noise176;Noise177;Noise178;Noise179;Noise180;Noise181;Noise182;Noise183;Noise184;Noise185;Noise186;Noise187;Noise188;Noise189;Noise190;Noise191;Noise192;Noise193;Noise194;Noise195;Noise196;Noise197" "forte" "desequilibre" 200
"26" "GAMMA_BACK" 85 3 0.59 0.583756345177665 1 0.143538026752208 0.56 0.528571428571429 0.633333333333333 0.148507018535605 0.580952380952381 0.757142857142857 0.533333333333333 0.999999999999943 0.633333333333333 0.528571428571429 0.434341892416 308.179999999993 0.0299999999988358 0.0200000000040745 "x1;x2;x3;Noise2;Noise4;Noise5;Noise9;Noise11;Noise12;Noise15;Noise19;Noise22;Noise26;Noise29;Noise31;Noise32;Noise33;Noise34;Noise39;Noise41;Noise42;Noise47;Noise49;Noise50;Noise53;Noise55;Noise58;Noise61;Noise62;Noise67;Noise68;Noise73;Noise77;Noise78;Noise81;Noise82;Noise86;Noise88;Noise89;Noise91;Noise93;Noise94;Noise96;Noise97;Noise101;Noise108;Noise109;Noise110;Noise112;Noise114;Noise116;Noise118;Noise120;Noise121;Noise124;Noise126;Noise128;Noise129;Noise134;Noise135;Noise136;Noise139;Noise140;Noise141;Noise145;Noise147;Noise152;Noise153;Noise154;Noise157;Noise158;Noise159;Noise161;Noise162;Noise164;Noise166;Noise171;Noise181;Noise182;Noise188;Noise191;Noise192;Noise193;Noise195;Noise197" "forte" "desequilibre" 200
"27" "GAMMA_BF" 5 3 0.99 0.989847715736041 1 0.770654675870863 0.82 0.9 0.633333333333333 0.557193243376399 0.766666666666667 0.742857142857143 0.933333333333333 0.0323079392123168 0.633333333333333 0.9 0.182438050035281 10.0800000000017 0.0300000000133878 0.0200000000040745 "x1;x2;x3;Noise55;Noise164" "forte" "desequilibre" 200
"28" "GAMMA_FORW" 5 3 0.99 0.989847715736041 1 0.770654675870863 0.82 0.9 0.633333333333333 0.557193243376399 0.766666666666667 0.742857142857143 0.933333333333333 0.0323079392123168 0.633333333333333 0.9 0.182438050035281 7.80999999999767 0.0299999999988358 0 "x1;x2;x3;Noise55;Noise164" "forte" "desequilibre" 200
"29" "LASSO" 3 3 1 1 1 1 0.87 0.942857142857143 0.7 0.680336051416609 0.821428571428571 0.9 0.8 0.294078180359235 0.7 0.942857142857143 0.174629323485872 2.25 0.0300000000133878 0 "x1;x2;x3" "forte" "desequilibre" 200
"30" "RFI" 2 2 0.995 1 0.666666666666667 0.814432110921262 0.82 0.928571428571429 0.566666666666667 0.547854269075545 0.747619047619048 0.685714285714286 0.966666666666667 0.101347318098358 0.566666666666667 0.928571428571429 0.224927182045484 0.529999999998836 0.0800000000017462 0.0200000000040745 "x1;x3" "forte" "desequilibre" 200
